district_id,district,street_type,street_details,location,location_id,green_area_ZV_road_trees_AV,specie,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Jardines,,Colonia Casilda de Bustos,,ZV,Magnolia grandiflora,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Jardines,,Colonia Casilda de Bustos,,ZV,Morus alba,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Jardines,,Colonia Casilda de Bustos,,ZV,Prunus cerasifera pissardii,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Jardines,,Colonia Casilda de Bustos,,ZV,Pyrus calleryana 'Chanticlear',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Jardines,,Colonia Casilda de Bustos,,ZV,Zelkova serrata,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,de las,Cruces,,ZV,Acer platanoides,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,de las,Cruces,,ZV,Acer rubrum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,de las,Cruces,,ZV,Acer saccharinum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,de las,Cruces,,ZV,Arbutus unedo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,de las,Cruces,,ZV,Fagus sylvatica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,de las,Cruces,,ZV,Fraxinus ornus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,de las,Cruces,,ZV,Morus alba 'Fruitless',2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,de las,Cruces,,ZV,Quercus rubra,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Aesculus hippocastanum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Alnus glutinosa,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Brachychiton populneus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Cedrus atlantica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Cercis siliquastrum,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Chamaerops excelsa,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Cinnamomum camphora,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Ginkgo biloba,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Ligustrum japonicum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Liquidambar styraciflua,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Melia azedarach,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Pinus canariensis,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Pinus pinea,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Platanus x hybrida,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Prunus cerasifera pissardii,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Prunus serrulata 'Kanzan',2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Pyrus calleryana 'Chanticlear',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Quercus cerris,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Quercus suber,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Cuña Verde de Latina,,ZV,Tilia tomentosa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Plaza,,Franciscanos - Nuestra Señora del Rosario,,ZV,Melia azedarach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Calle,,Fuente de Lima (aparcamiento),,ZV,Laurus nobilis,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Calle,,Gregorio Vacas,,ZV,Cupressus sempervirens 'Stricta',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Calle,,Huerta Castañeda (isletas),,ZV,Cercis siliquastrum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Plaza,,Iglesia de Los Llanos,,ZV,Broussonetia papyrifera,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Plaza,de la,Iglesia de Los Llanos,,ZV,Koelreuteria paniculata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Poblado Dirigido,,Los Cármenes,,ZV,Jacaranda mimosifolia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Calle,,Pablo Casals (PAR),,ZV,Aesculus hippocastanum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Avenida,,Padre Piquer (Hermanos Picado),,ZV,Cupressus sempervirens 'Stricta',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Avenida,,Padre Piquer (Hermanos Picado),,ZV,Sophora japonica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Plaza,,Parque Europa,,ZV,Hibiscus syriacus,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Plaza,,Parque Europa,,ZV,Melia azedarach,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Plaza,,Parque Europa,,ZV,Prunus cerasifera pissardii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Plaza,,Parque Europa,,ZV,Quercus coccifera,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Plaza,,Parque Europa,,ZV,Sophora japonica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Parque Europa 2ª Fase,,ZV,Acer pseudoplatanus,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Colonia,,Parque Europa 2ª fase,,ZV,Magnolia grandiflora,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Colonia,,Parque Europa 2ª fase,,ZV,Prunus avium,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Parque Europa 3ª Fase - Api 10-07,,ZV,Acer pseudoplatanus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Parque Félix Cortés,,ZV,Aesculus hippocastanum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Parque,,Parque Félix Cortés,,ZV,Quercus ilex,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Peri 10/6 Aluche - Poblados,,ZV,Acer platanoides,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Peri 10/6 Aluche - Poblados,,ZV,Acer pseudoplatanus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Peri 10/6 Aluche - Poblados,,ZV,Koelreuteria paniculata,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Peri 10/6 Aluche - Poblados,,ZV,Morus alba 'Fruitless',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Poblado C de Carabanchel - Zonas XIX-XXIV,,ZV,Acer monspessulanum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Poblado C de Carabanchel - Zonas XIX-XXIV,,ZV,Acer saccharinum,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Poblado C de Carabanchel - Zonas XIX-XXIV,,ZV,Celtis australis,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Poblado C de Carabanchel - Zonas XIX-XXIV,,ZV,Koelreuteria paniculata,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Poblado C de Carabanchel - Zonas XIX-XXIV,,ZV,Liquidambar styraciflua,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Poblado C de Carabanchel - Zonas XIX-XXIV,,ZV,Magnolia grandiflora,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Poblado C de Carabanchel - Zonas XIX-XXIV,,ZV,Morus alba,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Poblado C de Carabanchel - Zonas XIX-XXIV,,ZV,Parrotia persica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Poblado C de Carabanchel - Zonas XIX-XXIV,,ZV,Prunus cerasifera pissardii,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Poblado C de Carabanchel - Zonas XIX-XXIV,,ZV,Quercus rubra,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Polideportivo Aluche - Escuelas Pias,,ZV,Magnolia grandiflora,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Calle,,Sanchidrián - Hoyo de Pinares,,ZV,Acer pseudoplatanus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Calle,,Sanchidrián - Hoyo de Pinares,,ZV,Cercis siliquastrum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Calle,,Sanchidrián - Hoyo de Pinares,,ZV,Morus alba 'Fruitless',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,Plaza,,Santa Cristina - San Crispín,,ZV,Aesculus hippocastanum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Santa Margarita Par 45,,ZV,Prunus avium,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Latina,,,Sector Surbatán (zona ajardinada),,ZV,Firmiana simplex,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Avenida,,Abrantes,,AV,Acer monspessulanum,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Avenida,,Abrantes,,AV,Celtis australis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Avenida,,Abrantes,,AV,Malus floribunda,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Avenida,,Abrantes,,AV,Platanus x hybrida,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Avenida,,Abrantes,,AV,Prunus cerasifera pissardii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Acueducto de Segovia,,AV,Pyrus calleryana,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Alba de Tormes,,AV,Pyrus calleryana,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Álvarez Abellán,,AV,Acer freemanii,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Archivo de Indias,,AV,Pyrus calleryana,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Argüeso,,AV,Celtis australis,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Arquitectura de Tarragona,,AV,Cercis siliquastrum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Arte Rupreste del Mediterráneo,,AV,Firmiana simplex,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Azcoitia,,AV,Acer freemanii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Azcoitia,,AV,Hibiscus syriacus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Belzunegui,,AV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Besolla,,AV,Platanus x hybrida,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Blasa Pérez,,AV,Broussonetia papyrifera,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Camino Viejo de Leganés,,AV,Pyrus calleryana,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Avenida,,Carabanchel Alto,,AV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Carcastillo,,AV,Platanus x hybrida,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Caronte,,AV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Castrogeriz,,AV,Broussonetia papyrifera,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Catedral de Burgos,,AV,Pyrus calleryana,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Ciudad Vieja de Cáceres,,AV,Pyrus calleryana,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Clara Campoamor,,AV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Camino,de las,Cruces (Carabanchel),,AV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Cuevas de Altamira,,AV,Acer freemanii,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Dátil,,AV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Diario de La Nación,,AV,Melia azedarach,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Dinero,,AV,Melia azedarach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Dobla,,AV,Koelreuteria paniculata,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Ronda,,Don Bosco,,AV,Sophora japonica,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,El Toboso,,AV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Évora,,AV,Acer freemanii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Évora,,AV,Koelreuteria paniculata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Forsitia,,AV,Pyrus calleryana,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Francisco García,,AV,Fraxinus angustifolia 'Raywood',2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,General Ricardos,,AV,Firmiana simplex,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,General Ricardos,,AV,Sophora japonica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Guabairo,,AV,Acer campestre,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Guabairo,,AV,Acer campestre,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Isabel Patacón,,AV,Celtis australis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Jacobinia,,AV,Celtis australis,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Jacobinia,,AV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Joaquín Turina (Carabanchel),,AV,Acer freemanii,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Plaza,,Julio Cortázar,,AV,Pyrus calleryana,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Laguna,,AV,Ligustrum japonicum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Carretera,,Leganés y Fuenlabrada,,AV,Malus floribunda,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Lonja de La Seda,,AV,Acer monspessulanum,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Plaza,,Los Navarros,,AV,Pyrus calleryana,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Mezquita de Córdoba,,AV,Fraxinus angustifolia,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Monasterio de Poblet,,AV,Cercis siliquastrum,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Morales,,AV,Acer freemanii,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Morales,,AV,Lagerstroemia indica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Murallas de Ávila,,AV,Acer freemanii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Avenida,,Nuestra Señora de Fátima,,AV,Gleditsia triacanthos 'Inermis',2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Óbolo,,AV,Melia azedarach,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Oca,,AV,Albizia julibrissin,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Once Vigas,,AV,Koelreuteria paniculata,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Avenida,,Oporto,,AV,Celtis australis,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Avda,,Oporto,,AV,Pyrus calleryana,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Paisaje de Aranjuez,,AV,Melia azedarach,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Parque de Garajonai,,AV,Koelreuteria paniculata,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Parque Eugenia de Montijo,,AV,Pyrus calleryana,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Avenida,de la,Peseta,,AV,Platanus x hybrida,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Peso Hispano,,AV,Koelreuteria paniculata,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Plaza Mayor de Salamanca,,AV,Fraxinus angustifolia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Portalegre,,AV,Acer pseudoplatanus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Portalegre,,AV,Celtis australis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Portalegre,,AV,Melia azedarach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Portalegre,,AV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Prado Merinero,,AV,Pyrus calleryana,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Paseo,del,Quince de Mayo,,AV,Sophora japonica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Real,,AV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Ricardo Bellver,,AV,Acer pseudoplatanus,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,San Cristóbal de La Laguna,,AV,Pyrus calleryana,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Siglo Futuro,,AV,Fraxinus angustifolia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Tercio,,AV,Fraxinus angustifolia,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Torta,,AV,Acer freemanii,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Ventura Díaz Bernardo,,AV,Melia azedarach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Verdad,,AV,Melia azedarach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Via Lusitana,,AV,Pyrus calleryana,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Viana,,AV,Sophora japonica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Vicente Quesada,,AV,Platanus x hybrida,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Aguacate - avenida de la Peseta,,ZV,Cupressus sempervirens,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Aguacate - avenida de la Peseta,,ZV,Magnolia grandiflora,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Aguacate - avenida de la Peseta,,ZV,Robinia pseudoacacia 'Casque rouge',3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Ardite,,ZV,Koelreuteria paniculata,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Ardite,,ZV,Sophora japonica,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Calle,,Arroyo Opañel (zona deportiva),,ZV,Celtis australis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Jardín,,Casa Miranda,,ZV,Paulownia tomentosa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Colonia,,Codorniz,,ZV,Cedrus deodara,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Comillas,,ZV,Ginkgo biloba,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Comillas,,ZV,Liquidambar styraciflua,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Comillas,,ZV,Melia azedarach,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Comillas,,ZV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Emperatriz María de Austria,,ZV,Acer freemanii,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Emperatriz María de Austria,,ZV,Acer pseudoplatanus,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Emperatriz María de Austria,,ZV,Albizia julibrissin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Emperatriz María de Austria,,ZV,Celtis australis,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Emperatriz María de Austria,,ZV,Ginkgo biloba,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Emperatriz María de Austria,,ZV,Koelreuteria paniculata,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Emperatriz María de Austria,,ZV,Melia azedarach,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Emperatriz María de Austria,,ZV,Morus alba 'Fruitless',1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Emperatriz María de Austria,,ZV,Platanus x hybrida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Carabanchel,Parque,,Emperatriz María de Austria,,ZV,Robinia pseudoacacia,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
